,nomes,idade,cidade,estado,cpf,cnpj,cpf_valido,cnpj_valido
9235,Kyle Carson Dds,49,ÁGUA BRANCA,AL,11692020986,23166453734582,True,True
9236,Christina Roberts Dds,31,ALVARÃES,AM,04060165425,56600468801000,True,True
9237,Patricia Powell Jr.,39,SERRA DO NAVIO,AP,95315895181,15557185362440,True,True
9238,Clifford Burton Phd,44,ABAÍRA,BA,63155562218,89175904623215,True,True
9239,Amy Leonard Dds,54,ABAIARA,CE,70187971447,71382757102213,True,True
9240,Jeremiah Carrillo Dds,41,BRASÍLIA,DF,01521083436,35203119275161,True,True
9241,Gary Mcclure Dds,46,AFONSO CLÁUDIO,ES,95277257128,08468154064511,True,True
9242,Mary Moore Ii,66,ABADIA DE GOIÁS,GO,44646047578,43995819100798,True,True
9243,Kimberly Santiago Jr.,48,AÇAILÂNDIA,MA,89867657306,61118317876483,True,True
9244,Dan Taylor Md,62,ABADIA DOS DOURADOS,MG,39049883796,31752332937140,True,True
9245,Kelsey Duncan Dds,76,ÁGUA CLARA,MS,05544065519,66058453137131,True,True
9246,Janice Clark Md,56,ACORIZAL,MT,48035373480,72247203736798,True,True
9247,Dr. Karen Lewis Dvm,67,ABAETETUBA,PA,14756024564,87163809495413,True,True
9248,Daryl Mitchell Md,18,ÁGUA BRANCA,PB,21880265273,57257824218032,True,True
9249,Leonard Mccoy Phd,84,ABREU E LIMA,PE,07385497039,54654817307267,True,True
9250,Sheila Walker V,90,ACAUÃ,PI,51202348106,85919620813441,True,True
9251,Elizabeth Keller Jr.,61,ABATIÁ,PR,54240495598,80475456253517,True,True
9252,Allen Beltran Jr.,57,ANGRA DOS REIS,RJ,45979072110,81533479372691,True,True
9253,Miranda Ramirez Md,83,ACARI,RN,92785552318,12327215500500,True,True
9254,Jennifer Edwards Md,20,ALTA FLORESTA D'OESTE,RO,26742498463,22703553032002,True,True
9255,Paul Nguyen Md,40,AMAJARI,RR,29188482804,59926735446523,True,True
9256,Christian Bryan Md,90,ACEGUÁ,RS,94584834920,84946795672563,True,True
9257,Leslie Bush Md,27,ABDON BATISTA,SC,14343942040,33887187960700,True,True
9258,Hailey Myers Phd,75,AMPARO DE SÃO FRANCISCO,SE,95520412286,84901300106045,True,True
9259,Jacob Tucker Dvm,88,ADAMANTINA,SP,25658512433,82089841790212,True,True
9260,Mr. Victor Howell Jr.,29,ABREULÂNDIA,TO,18401614007,43813837757689,True,True
9261,Renee Rollins Ii,81,ACRELÂNDIA,AC,85422541634,19737415939884,True,True
9262,Randy Cline Md,58,ÁGUA BRANCA,AL,89864041096,49813554120933,True,True
9263,James Bates Jr.,42,ALVARÃES,AM,92935833309,99503411127906,True,True
9264,Katherine Ellis Md,46,SERRA DO NAVIO,AP,11366344103,38505965982238,True,True
9265,Trevor Mckee Md,71,ABAÍRA,BA,48857138380,04298360874067,True,True
9266,Austin Moore Jr.,54,ABAIARA,CE,68494301497,30316826716376,True,True
9267,Bailey Fowler Dvm,56,BRASÍLIA,DF,01994419369,83176730559547,True,True
9268,Julia Robinson Iv,37,AFONSO CLÁUDIO,ES,18697948851,52844565272230,True,True
9269,Benjamin Williams Phd,44,ABADIA DE GOIÁS,GO,62283893275,12481088244226,True,True
9270,Christopher Williams Md,33,AÇAILÂNDIA,MA,15976168850,18723890750205,True,True
9271,Abigail May Md,64,ABADIA DOS DOURADOS,MG,38841099283,02829201506211,True,True
9272,Natalie Mcmillan Dvm,77,ÁGUA CLARA,MS,64972930438,58430386184376,True,True
9273,Donna Chang Md,27,ACORIZAL,MT,34570488609,22581783000853,True,True
9274,Mrs. Alicia Jones Dvm Dds,46,ABAETETUBA,PA,75002573410,68618553854439,True,True
9275,Morgan Nicholson Dds Md,64,ÁGUA BRANCA,PB,95064131933,84672869089130,True,True
9276,Kristi Robles Md,83,ABREU E LIMA,PE,19760610248,76470636484859,True,True
9277,Tina Maxwell Iv,56,ACAUÃ,PI,09207739232,31501600425680,True,True
9278,Natalie Jenkins Dds,33,ABATIÁ,PR,08969824677,20505958496767,True,True
9279,Garrett Bautista Ii,44,ANGRA DOS REIS,RJ,61395949603,92759794120250,True,True
9280,Jessica Hamilton Md,22,ACARI,RN,44039700015,06059861155249,True,True
9281,Sarah Sanchez Dds,30,ALTA FLORESTA D'OESTE,RO,58031082863,84484161283718,True,True
9282,William Sheppard Jr.,80,AMAJARI,RR,15710545104,65803762855436,True,True
9283,Carlos Kerr Jr.,27,ACEGUÁ,RS,98360949204,84040875873453,True,True
9284,Alicia Tucker Dds,64,ABDON BATISTA,SC,49927236247,46106789584561,True,True
9285,David Kelley Md,80,AMPARO DE SÃO FRANCISCO,SE,47014888870,19140786669135,True,True
9286,Thomas Conley Dds,28,ADAMANTINA,SP,70686030095,01359218346900,True,True
9287,Sarah Manning Jr.,35,ABREULÂNDIA,TO,13327256942,28924409836505,True,True
9288,Nicole Johns Md Dds,35,ACRELÂNDIA,AC,35134038872,62521725490929,True,True
9289,Sherry Spears Dvm,61,ÁGUA BRANCA,AL,01780207700,70926304374590,True,True
9290,Stephen Diaz Dds,49,ALVARÃES,AM,14004364949,43825856229289,True,True
9291,Joshua Gordon Dds,54,SERRA DO NAVIO,AP,07023961097,01238451218693,True,True
9292,Amanda Wright Md Md,53,ABAÍRA,BA,93733458184,08125457885900,True,True
9293,Timothy Rogers Jr.,66,ABAIARA,CE,02514703930,58554431521821,True,True
9294,Rebecca Nelson Md,34,BRASÍLIA,DF,46025310670,95501145603391,True,True
9295,Jared Martin Md,88,AFONSO CLÁUDIO,ES,17377247827,92603249604552,True,True
9296,Alejandro Warren Jr.,32,ABADIA DE GOIÁS,GO,59919413356,63187168707409,True,True
9297,Steven Harris Md,31,AÇAILÂNDIA,MA,44526596671,43363577698313,True,True
9298,Elizabeth Phillips Dds,82,ABADIA DOS DOURADOS,MG,23298024805,27597094397980,True,True
9299,Megan Carter Ii,67,ÁGUA CLARA,MS,75812884633,15279681273118,True,True
9300,James Suarez Dvm,38,ACORIZAL,MT,69277975059,52951296408552,True,True
9301,Elizabeth Santiago Dvm,77,ABAETETUBA,PA,01638460736,43036706585327,True,True
9302,Katherine Zhang Dds,24,ÁGUA BRANCA,PB,91011733757,33600009622002,True,True
9303,Brent Yates Md,25,ABREU E LIMA,PE,35700014661,87844601214207,True,True
9304,Sheryl Cunningham Dds,84,ACAUÃ,PI,04170911687,61024149255942,True,True
9305,Dominique Myers Ii,25,ABATIÁ,PR,65918707760,98586761305797,True,True
9306,Michael Gibson Ii,75,ANGRA DOS REIS,RJ,35493336502,82275443014029,True,True
9307,Yvonne Jones Phd,44,ACARI,RN,95792895570,87851289040272,True,True
9308,Alexis Conner Jr.,62,ALTA FLORESTA D'OESTE,RO,73788608676,48104815959029,True,True
9309,Ruben Andrade Md,41,AMAJARI,RR,25819884795,39439975728303,True,True
9310,Carol Williamson Md,47,ACEGUÁ,RS,95099574297,94786833955815,True,True
9311,Rachel Fitzpatrick Md,23,ABDON BATISTA,SC,55516825369,32654230178571,True,True
9312,Melissa Green Dds,41,AMPARO DE SÃO FRANCISCO,SE,48887895848,73141174497905,True,True
9313,Michael Morales Jr.,39,ADAMANTINA,SP,79030547405,17958470108012,True,True
9314,Jacob Bass Dds,39,ABREULÂNDIA,TO,35143253322,70269474701257,True,True
9315,Lawrence Bartlett Dds,67,ACRELÂNDIA,AC,13921053234,56714033802130,True,True
9316,Christopher Smith Md,24,ÁGUA BRANCA,AL,46801206303,02721609894267,True,True
9317,Douglas Kelly Iii,71,ALVARÃES,AM,22416777955,03077229224819,True,True
9318,Jeanne Beck Dds,63,SERRA DO NAVIO,AP,71568785305,93997095924407,True,True
9319,Joseph Daniels Md,71,ABAÍRA,BA,75625157863,73570896682014,True,True
9320,Stanley Rodriguez Md,38,ABAIARA,CE,15083275805,85724128760112,True,True
9321,Andrew Fuentes Dds,65,BRASÍLIA,DF,77845461571,01824681622257,True,True
9322,Sandra Mullins Dds,86,AFONSO CLÁUDIO,ES,14976083179,90236443840240,True,True
9323,Kristin Schultz Phd,54,ABADIA DE GOIÁS,GO,79383447702,20464013334094,True,True
9324,Sara Schneider Phd,19,AÇAILÂNDIA,MA,81919631674,68249580205165,True,True
9325,Dr. Kathryn Clay Dvm,90,ABADIA DOS DOURADOS,MG,51044705710,14291150492068,True,True
9326,Kyle Rivera Phd,84,ÁGUA CLARA,MS,18684995457,73887654025902,True,True
9327,Katie Wise Dvm,36,ACORIZAL,MT,33601573890,09524754951012,True,True
9328,Tiffany Diaz Md,70,ABAETETUBA,PA,09934897539,20728873656451,True,True
9329,Richard Tran Phd,64,ÁGUA BRANCA,PB,69874820985,08542987172639,True,True
9330,Rebecca Melendez Phd,41,ABREU E LIMA,PE,40972010009,60415451243600,True,True
9331,Dustin Patterson Md,22,ACAUÃ,PI,24440544312,58040830516102,True,True
9332,Crystal Smith Dds,55,ABATIÁ,PR,09048484855,02552165780865,True,True
9333,Mark Brown Dds,30,ANGRA DOS REIS,RJ,16302964814,61045142572392,True,True
9334,Dr. Edward Gomez Phd,59,ACARI,RN,74484259788,79219871243487,True,True
9335,Maria Wagner Md,49,ALTA FLORESTA D'OESTE,RO,65492358634,45919661087259,True,True
9336,Michael Martinez Jr.,88,AMAJARI,RR,72077317108,31672966825203,True,True
9337,Maria Jackson Dvm,31,ACEGUÁ,RS,98567755581,02063484500707,True,True
9338,Olivia Maxwell Md,41,ABDON BATISTA,SC,00243926936,62485779822571,True,True
9339,Jonathan Baker Md,54,AMPARO DE SÃO FRANCISCO,SE,66987101051,25955318280761,True,True
9340,Kenneth Hughes Dvm,34,ADAMANTINA,SP,26707327801,04781545424766,True,True
9341,Jessica Stafford Md,70,ABREULÂNDIA,TO,18940286782,84273498399571,True,True
9342,Matthew Carlson Md,30,ACRELÂNDIA,AC,36790266844,54849462300500,True,True
9343,Sarah Wang Dds,85,ÁGUA BRANCA,AL,13853282822,61218561225581,True,True
9344,Carlos Barnes Md,44,ALVARÃES,AM,60660552833,73364217556853,True,True
9345,Alexander Glover Dvm,76,SERRA DO NAVIO,AP,85799325486,12045965934743,True,True
9346,Nathan Davis Md,22,ABAÍRA,BA,78942894429,94131383196069,True,True
9347,Christy Chan Phd,19,ABAIARA,CE,22336768232,25974732090340,True,True
9348,Catherine Martinez Dds,48,BRASÍLIA,DF,63725140367,03653314695147,True,True
9349,Joseph Watson Ii,33,AFONSO CLÁUDIO,ES,10561704929,94859642613790,True,True
9350,Claire Oconnor Dds,32,ABADIA DE GOIÁS,GO,47773604908,54387384935540,True,True
9351,Justin Wilkinson Md,50,AÇAILÂNDIA,MA,54723214178,60252138575277,True,True
9352,Melissa Lawrence Phd,29,ABADIA DOS DOURADOS,MG,06862646818,35591025639400,True,True
9353,Heather Landry Md,23,ÁGUA CLARA,MS,82890547698,53278427775963,True,True
9354,Andrew Espinoza Md,67,ACORIZAL,MT,04121130316,28201689016801,True,True
9355,Angela Brown Md,55,ABAETETUBA,PA,43135275400,18911687401845,True,True
9356,Rachel Hansen Phd,41,ÁGUA BRANCA,PB,25544579482,42913398544032,True,True
9357,Teresa Savage Phd,32,ABREU E LIMA,PE,97903514709,87848518954595,True,True
9358,Amanda Johnson Phd,82,ACAUÃ,PI,56736244501,50151409400878,True,True
9359,Cynthia Dixon Phd,45,ABATIÁ,PR,31110723806,70762110367711,True,True
9360,Jenna Kirk Dvm Iii,65,ANGRA DOS REIS,RJ,82192886985,48632926383548,True,True
9361,Tony Swanson Dds,79,ACARI,RN,26677075672,29188318468962,True,True
9362,John Pratt Dds,67,ALTA FLORESTA D'OESTE,RO,41994799021,51911095361236,True,True
9363,Christopher Martin Md,53,AMAJARI,RR,58006392560,67397792552196,True,True
9364,Richard Hernandez Dvm,49,ACEGUÁ,RS,35099096310,82323904192194,True,True
9365,Erin Perry Dvm,52,ABDON BATISTA,SC,90867538503,54743017096092,True,True
9366,Matthew Kaufman Md,34,AMPARO DE SÃO FRANCISCO,SE,40358071178,63281912950105,True,True
9367,Kayla Richardson Jr.,51,ADAMANTINA,SP,62562582152,15265681842473,True,True
9368,Chad Marshall Md,30,ABREULÂNDIA,TO,74658998858,66121240324993,True,True
9369,Jeremy Morgan Dds,62,ACRELÂNDIA,AC,35430937037,25181462060089,True,True
9370,Lisa Keller Phd,43,ÁGUA BRANCA,AL,18671544397,26206751650521,True,True
9371,Jennifer Gonzalez Phd,75,ALVARÃES,AM,13758433118,76572839083606,True,True
9372,Tammy Mckinney Md,37,SERRA DO NAVIO,AP,14830165529,90949540412725,True,True
9373,Christopher Carr Md,49,ABAÍRA,BA,65172886516,29921080548960,True,True
9374,Mr. John Ray Dvm Dds,20,ABAIARA,CE,96570812890,91101249876753,True,True
9375,Robert Fisher Dds,51,BRASÍLIA,DF,00747519307,91248235546031,True,True
9376,Raven Johnson Md,44,AFONSO CLÁUDIO,ES,19148139955,00483882661920,True,True
9377,Brittany Payne Md,85,ABADIA DE GOIÁS,GO,31286626307,29391787611299,True,True
9378,Amy Ochoa Dds,28,AÇAILÂNDIA,MA,75090349819,35525808561446,True,True
9379,Felicia Rowe Md,67,ABADIA DOS DOURADOS,MG,59681549007,64907227239400,True,True
9380,Kathleen Caldwell Md,88,ÁGUA CLARA,MS,92840204509,79861891545704,True,True
9381,Sarah Quinn Md Jr.,42,ACORIZAL,MT,06511913783,78721377237135,True,True
9382,William Armstrong Dds,20,ABAETETUBA,PA,19504975933,20267116303851,True,True
9383,Eric Sims Md,27,ÁGUA BRANCA,PB,20457976357,65384618276054,True,True
9384,Cody Wilson Dvm,22,ABREU E LIMA,PE,51842153951,34265860031309,True,True
9385,Elizabeth Oconnor Md,57,ACAUÃ,PI,65930535469,48499247728892,True,True
9386,Rhonda Stafford Dvm,81,ABATIÁ,PR,47344571900,48585924863750,True,True
9387,Emily Thomas Md,31,ANGRA DOS REIS,RJ,25124073144,65494035478703,True,True
9388,Heather Chen Dds,33,ACARI,RN,23164921500,44841456740439,True,True
9389,Richard Mitchell Dds,62,ALTA FLORESTA D'OESTE,RO,15849475435,14996512175711,True,True
9390,Darryl Cannon Dds,74,AMAJARI,RR,65242060883,87347070911045,True,True
9391,Ryan Sandoval Dvm,34,ACEGUÁ,RS,81871849810,19900465467807,True,True
9392,Michael Cook Md,40,ABDON BATISTA,SC,79291797103,37496092616188,True,True
9393,David Haley Dds,22,AMPARO DE SÃO FRANCISCO,SE,82273139497,96854079142650,True,True
9394,Larry Martinez Md,47,ADAMANTINA,SP,93365088229,99909240336837,True,True
9395,Caroline Johnson Md,86,ABREULÂNDIA,TO,50258692855,81945292591402,True,True
9396,Natalie Watkins Dvm,37,ACRELÂNDIA,AC,78593899595,18805993045820,True,True
9397,Brittany Thornton Phd,50,ÁGUA BRANCA,AL,83898082695,01058866624918,True,True
9398,Daniel Gilbert Ii,67,ALVARÃES,AM,97100525438,71888998566570,True,True
9399,Dillon Madden Jr.,64,SERRA DO NAVIO,AP,98103407291,53389093009291,True,True
9400,Jason Russell Md,72,ABAÍRA,BA,74329721848,38578112033887,True,True
9401,Raymond Hogan Md,73,ABAIARA,CE,07607410503,52432953011752,True,True
9402,Dwayne Walsh Md,52,BRASÍLIA,DF,73394926318,93042642602533,True,True
9403,Gary Foster Dvm,73,AFONSO CLÁUDIO,ES,90856473804,16031241003234,True,True
9404,Colton Bell Md,44,ABADIA DE GOIÁS,GO,85097639413,67783572338956,True,True
9405,Dennis Harris Dvm,79,AÇAILÂNDIA,MA,72520326395,42996011330415,True,True
9406,Victoria Smith Jr.,30,ABADIA DOS DOURADOS,MG,14296550209,37618335416520,True,True
9407,Natalie King Iv,64,ÁGUA CLARA,MS,62947003535,32526252906926,True,True
9408,Douglas Palmer Md,65,ACORIZAL,MT,77623746391,58320903655225,True,True
9409,Kaylee Mccormick Jr.,65,ABAETETUBA,PA,25220145959,37422984687406,True,True
9410,Kimberly Bates Ii,27,ÁGUA BRANCA,PB,16674697460,67737406034370,True,True
9411,Matthew Novak Dds,33,ABREU E LIMA,PE,63574671385,92441934648730,True,True
9412,Jeffrey Bryan Md,25,ACAUÃ,PI,37366201790,16656035408546,True,True
9413,Mary Shepherd Md,39,ABATIÁ,PR,50037509276,14345490529041,True,True
9414,Casey Bautista Dds,87,ANGRA DOS REIS,RJ,89846761104,06323207971278,True,True
9415,Allison Stark Ii,89,ACARI,RN,79493213269,09289541966832,True,True
9416,Cheryl Norman Dds,44,ALTA FLORESTA D'OESTE,RO,92603197908,89299109075355,True,True
9417,Katelyn Davis Dvm,47,AMAJARI,RR,34173285949,83943931118402,True,True
9418,Diane James Phd,46,ACEGUÁ,RS,62716827150,45822740004481,True,True
9419,Elizabeth Cuevas Md,40,ABDON BATISTA,SC,61273069650,00491692767001,True,True
9420,Jeremy Downs Dds,54,AMPARO DE SÃO FRANCISCO,SE,37055989027,65841801993108,True,True
9421,Eric Martinez Dvm,41,ADAMANTINA,SP,16505670491,45565286386102,True,True
9422,James Willis Md,52,ABREULÂNDIA,TO,02002768919,25483305423198,True,True
9423,Cynthia Clark Phd,72,ACRELÂNDIA,AC,24205553170,07123422070495,True,True
9424,Laura Jones Jr.,40,ÁGUA BRANCA,AL,00973556749,17653892409608,True,True
9425,Rachel Lopez Md,18,ALVARÃES,AM,90347014682,45042477150226,True,True
9426,Tracy Miller Dds,63,SERRA DO NAVIO,AP,00018571263,71379913047768,True,True
9427,Chloe Lucero Dds,54,ABAÍRA,BA,87123315030,41108549826420,True,True
9428,Susan Robinson Iii,28,ABAIARA,CE,11688474277,84336276154604,True,True
9429,Rodney Haley Md,26,BRASÍLIA,DF,57159170008,43405759283525,True,True
9430,Kimberly Hall Md,58,AFONSO CLÁUDIO,ES,35914538203,23435647844390,True,True
9431,William Wright Dvm,51,ABADIA DE GOIÁS,GO,34166516930,14473405834176,True,True
9432,Dr. Sophia Norton Md,19,AÇAILÂNDIA,MA,55613026203,46488093503300,True,True
9433,Levi Lopez Md,82,ABADIA DOS DOURADOS,MG,94773642661,91582859393405,True,True
9434,Miguel Smith Dds,40,ÁGUA CLARA,MS,88005351437,59583320745240,True,True
9435,Jennifer Moore Dds,66,ACORIZAL,MT,81163009385,53734591290500,True,True
9436,Deborah Roberts Md,44,ABAETETUBA,PA,71559817615,66479799625094,True,True
9437,Joseph Adams Md,63,ÁGUA BRANCA,PB,28795991484,76725633556909,True,True
9438,Austin Castillo Phd,19,ABREU E LIMA,PE,20240734505,59067888104769,True,True
9439,Joseph Cook Iv,52,ACAUÃ,PI,17647775227,98910816498716,True,True
9440,Dr. Patrick Perez Phd,43,ABATIÁ,PR,28831943863,16651873800729,True,True
9441,Justin Charles Jr.,74,ANGRA DOS REIS,RJ,28937939835,50514503583159,True,True
9442,Leslie Fox Dvm,80,ACARI,RN,03301077633,76197280592985,True,True
9443,Terri Reid Jr.,39,ALTA FLORESTA D'OESTE,RO,82314972694,68278326736476,True,True
9444,Gloria Guzman Phd,53,AMAJARI,RR,94048656139,98841295169209,True,True
9445,William Weber Md,32,ACEGUÁ,RS,76525916607,97186914896256,True,True
9446,Elizabeth Wright Dds,77,ABDON BATISTA,SC,45713762270,07559827363818,True,True
9447,Andrew Burton Phd,28,AMPARO DE SÃO FRANCISCO,SE,00116801212,10123274441683,True,True
9448,Joseph Green Jr.,57,ADAMANTINA,SP,73614508650,01920195189849,True,True
9449,Melissa Jones Dds,85,ABREULÂNDIA,TO,69019861069,62333843488097,True,True
9450,Brenda Roman Jr.,22,ACRELÂNDIA,AC,30686044517,88770839268128,True,True
9451,Linda Frost Jr.,74,ÁGUA BRANCA,AL,35788837278,58943045127414,True,True
9452,Jennifer Martinez Dvm,48,ALVARÃES,AM,83141590184,43733512814240,True,True
9453,Erica Herrera Md,77,SERRA DO NAVIO,AP,68565547612,29906992140530,True,True
9454,Jessica Ward Md,46,ABAÍRA,BA,69013865321,80139210134800,True,True
9455,Shaun Bailey Jr.,35,ABAIARA,CE,65402712123,29879505239292,True,True
9456,Zachary Ferguson Dds,38,BRASÍLIA,DF,51043343920,26995689389405,True,True
9457,Donald Barrett Md,82,AFONSO CLÁUDIO,ES,20983033862,88049045189970,True,True
9458,Alexandra Hayden Dds,62,ABADIA DE GOIÁS,GO,71155088107,91868758234275,True,True
9459,Lisa Contreras Jr.,90,AÇAILÂNDIA,MA,80333866576,57693164245439,True,True
9460,Ricky Martinez Dds,31,ABADIA DOS DOURADOS,MG,92326832531,68425163121020,True,True
9461,Shannon Smith Md,50,ÁGUA CLARA,MS,06714536704,60591467972837,True,True
9462,Tara Dunn Dds,50,ACORIZAL,MT,38656688367,34725298950982,True,True
9463,Robert Miller Phd,64,ABAETETUBA,PA,15386346784,96202490394968,True,True
9464,Hannah Wright Dds,35,ÁGUA BRANCA,PB,15483950640,92329237222115,True,True
9465,Natalie King Md,38,ABREU E LIMA,PE,84825445438,61496584509157,True,True
9466,Jessica Hughes Iv,36,ACAUÃ,PI,20010120041,92289988794973,True,True
9467,Adrienne Lopez Iii,47,ABATIÁ,PR,18851922900,44605046158676,True,True
9468,Dr. Frederick White V Jr.,44,ANGRA DOS REIS,RJ,37303136304,69541085248083,True,True
9469,James Ayala Phd,19,ACARI,RN,86653906930,97020633599950,True,True
9470,Justin Ruiz Phd,39,ALTA FLORESTA D'OESTE,RO,47751963166,02780120054276,True,True
9471,Brian Schultz Md,81,AMAJARI,RR,35131040655,29799653456052,True,True
9472,Michael Elliott Dvm,21,ACEGUÁ,RS,54829220228,02124358361928,True,True
9473,Jamie Sanchez Md,64,ABDON BATISTA,SC,01006594116,59389889310893,True,True
9474,Paula Jackson Md,25,AMPARO DE SÃO FRANCISCO,SE,47088724294,82981890927074,True,True
9475,Ethan Callahan Jr.,45,ADAMANTINA,SP,21725845768,48271430796831,True,True
9476,Adriana Smith Ii,37,ABREULÂNDIA,TO,75762577503,24106102608594,True,True
9477,Kyle Baker Md,27,ACRELÂNDIA,AC,96907464489,13516274464410,True,True
9478,Sharon Snow Jr.,35,ÁGUA BRANCA,AL,60118243071,08366385916375,True,True
9479,Gina Gray Dds,72,ALVARÃES,AM,78842900656,61439206603740,True,True
9480,Pamela Pennington Md,77,SERRA DO NAVIO,AP,77363530939,15448240640707,True,True
9481,Alicia Raymond Md,90,ABAÍRA,BA,44245288981,86609179263880,True,True
9482,Rebecca Lopez Md,68,ABAIARA,CE,22123303674,56444828798470,True,True
9483,Adam Sharp Md,49,BRASÍLIA,DF,44878743867,15229983937608,True,True
9484,Scott Davis Dds,35,AFONSO CLÁUDIO,ES,24320473469,30861541612707,True,True
9485,Willie Wagner Ii,69,ABADIA DE GOIÁS,GO,49313355868,58585467487321,True,True
9486,Christine Perez Dvm,21,AÇAILÂNDIA,MA,61686684541,54662561566847,True,True
9487,Kimberly Hester Dvm,51,ABADIA DOS DOURADOS,MG,72906113573,27385416522179,True,True
9488,Joshua Mccarthy Md,43,ÁGUA CLARA,MS,93875907639,44869722183567,True,True
9489,Danielle Davis Md,53,ACORIZAL,MT,29085406811,37369008055708,True,True
9490,Betty Hamilton Jr.,41,ABAETETUBA,PA,70525253998,13904411741080,True,True
9491,Colin Williams Dvm,86,ÁGUA BRANCA,PB,56792826073,09348468608403,True,True
9492,Martin Flores Md,82,ABREU E LIMA,PE,71130426947,28322184255034,True,True
9493,Sarah Williams Dvm,43,ACAUÃ,PI,23189431256,23491183269483,True,True
9494,Lisa Valencia Dvm,81,ABATIÁ,PR,52711394417,18766976813403,True,True
9495,Elijah Carr Dvm,26,ANGRA DOS REIS,RJ,06303376088,11650845522439,True,True
9496,Theresa Sanders Dvm,27,ACARI,RN,94148967675,16518195332018,True,True
9497,Elizabeth Brown Phd,83,ALTA FLORESTA D'OESTE,RO,94815071659,11834573749391,True,True
9498,Samantha Watson Dvm,36,AMAJARI,RR,08352426508,58186457238445,True,True
9499,Veronica Pruitt Md,63,ACEGUÁ,RS,27226852802,66844184286053,True,True
9500,James Floyd Md,89,ABDON BATISTA,SC,25403421246,15824093923422,True,True
9501,Kristin Townsend Md,78,AMPARO DE SÃO FRANCISCO,SE,35954900884,44805478051664,True,True
9502,David Novak Dvm,76,ADAMANTINA,SP,92328915493,38209952800636,True,True
9503,Jason Pennington Dds,80,ABREULÂNDIA,TO,02862805823,61287827772433,True,True
9504,Laurie King Jr.,18,ACRELÂNDIA,AC,29870445691,35401567988214,True,True
9505,Cynthia Ellis Dvm,70,ÁGUA BRANCA,AL,19096263502,51512454263604,True,True
9506,Lauren Alvarez Dvm,53,ALVARÃES,AM,32671356994,66681458828100,True,True
9507,James Lester Jr.,64,SERRA DO NAVIO,AP,59242224464,44466101939084,True,True
9508,Laurie Rodgers Jr.,54,ABAÍRA,BA,26936876919,30112295097640,True,True
9509,Amy Farrell Md,35,ABAIARA,CE,56391545006,80632329042370,True,True
9510,Elizabeth Chan Md,48,BRASÍLIA,DF,29521574216,06127517487838,True,True
9511,Johnny Hood Ii,29,AFONSO CLÁUDIO,ES,77789821024,87618479521420,True,True
9512,William Willis Md,40,ABADIA DE GOIÁS,GO,91717826563,64867890947849,True,True
9513,Terri Harris Jr.,74,AÇAILÂNDIA,MA,04752448009,22591343596356,True,True
9514,Amy Salazar Jr.,32,ABADIA DOS DOURADOS,MG,17557444809,84818685139419,True,True
9515,Robert Lane Md,79,ÁGUA CLARA,MS,45165493873,09893872093000,True,True
9516,Elizabeth Nichols Dds,58,ACORIZAL,MT,48440142340,82447226244740,True,True
9517,Lisa Lane Md,88,ABAETETUBA,PA,50794086420,74263869795346,True,True
9518,Amber Adams Md,83,ÁGUA BRANCA,PB,91885104170,02882180714909,True,True
9519,Mark Delgado Dvm,39,ABREU E LIMA,PE,74113209863,90382884627572,True,True
9520,Catherine Mclaughlin Dds,26,ACAUÃ,PI,04106878984,75095291000148,True,True
9521,Jeffrey Casey Md,44,ABATIÁ,PR,13013774738,75367870873449,True,True
9522,Susan Smith Md Md,29,ANGRA DOS REIS,RJ,39124808695,90776778914203,True,True
9523,Tracy Sullivan Md,65,ACARI,RN,12598125100,51807009749485,True,True
9524,Travis Dodson Dvm,45,ALTA FLORESTA D'OESTE,RO,32867357365,68964732996052,True,True
9525,Rachel Mason Md,55,AMAJARI,RR,39716073577,53333353635159,True,True
9526,Amy Vincent Dvm,44,ACEGUÁ,RS,90604724624,26417535003414,True,True
9527,Kathleen Parker Dds,31,ABDON BATISTA,SC,88337128852,30824817793382,True,True
9528,Jill Ortega Dvm,71,AMPARO DE SÃO FRANCISCO,SE,99173823210,22649757334513,True,True
9529,Madeline Chavez Dds,49,ADAMANTINA,SP,56434402457,14449758074586,True,True
9530,William Bailey Dds,21,ABREULÂNDIA,TO,15212876940,10488518890930,True,True
9531,Matthew Butler Md,27,ACRELÂNDIA,AC,04604938687,60337281182456,True,True
9532,Peter Fletcher Md,85,ÁGUA BRANCA,AL,41906586691,56480901242356,True,True
9533,Matthew Smith Dds,82,ALVARÃES,AM,20200715500,01063300413347,True,True
9534,John Smith Jr.,34,SERRA DO NAVIO,AP,31244222283,13830175214801,True,True
9535,Joseph Newton Phd,77,ABAÍRA,BA,30651324602,14286456185360,True,True
9536,Thomas Fields Jr.,18,ABAIARA,CE,67636839105,89427922964079,True,True
9537,Carrie Evans Md,24,BRASÍLIA,DF,63182411918,22529748314482,True,True
9538,Heather Taylor Md,39,AFONSO CLÁUDIO,ES,84611299384,22448737089415,True,True
9539,James Lynch Md,33,ABADIA DE GOIÁS,GO,41031099719,93939809003007,True,True
9540,Calvin Park Md,47,AÇAILÂNDIA,MA,99766328358,31535066053653,True,True
9541,Maureen Wood Iii,26,ABADIA DOS DOURADOS,MG,62977472371,99394653683976,True,True
9542,Kimberly Hall Md,36,ÁGUA CLARA,MS,93853315070,11020441664924,True,True
9543,Miss Lindsay Barrera Dvm,28,ACORIZAL,MT,38864382798,11816637809910,True,True
